Timestamp	Process	TID	Area	Category	EventID	Level	Message	Correlation
09/26/2016 01:45:39.239 	com.microsoft.Office365ServiceV2	0xb0219000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.239 	com.microsoft.Office365ServiceV2	0xb0219000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	bdlxx	Information 	EDGE request GUID and response numberline info {"RequestGUID": "DD05D3D7-92D6-5C4E-A406-DC032729A3EC", "FlightNumberlineInfo": "preallocation=userbasedstrategy"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.239 	com.microsoft.Office365ServiceV2	0xb0219000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.250 	com.microsoft.Office365ServiceV2	0xb0219000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.250 	com.microsoft.Office365ServiceV2	0xb0081000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.251 	com.microsoft.Office365ServiceV2	0xb0081000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.251 	com.microsoft.Office365ServiceV2	0xb0081000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.251 	com.microsoft.Office365ServiceV2	0xb0081000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.251 	com.microsoft.Office365ServiceV2	0xb0081000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
09/26/2016 01:45:39.251 	com.microsoft.Office365ServiceV2	0xb0081000	                        com.microsoft.Office365ServiceV2	Experiment Liblet	a9k2o	Information 	Could not get current app {"ExeName": "office365servicev2"}	FCF82A11-8C1F-4767-A436-F7C89404AEC3 
